NO2 AQI,O3 AQI,SO2 AQI,CO AQI,AQI,FIPS,COUNTY,State_y
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08035,Douglas,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08037,Eagle,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08039,Elbert,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08041,El Paso,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08043,Fremont,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08045,Garfield,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08047,Gilpin,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08049,Grand,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08051,Gunnison,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08053,Hinsdale,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08055,Huerfano,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08057,Jackson,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08059,Jefferson,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08061,Kiowa,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08063,Kit Carson,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08065,Lake,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08067,La Plata,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08069,Larimer,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08071,Las Animas,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08073,Lincoln,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08075,Logan,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08077,Mesa,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08079,Mineral,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08081,Moffat,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08083,Montezuma,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08085,Montrose,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08087,Morgan,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08089,Otero,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08091,Ouray,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08093,Park,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08095,Phillips,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08097,Pitkin,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08099,Prowers,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08101,Pueblo,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08103,Rio Blanco,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08105,Rio Grande,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08107,Routt,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08109,Saguache,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08111,San Juan,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08113,San Miguel,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08115,Sedgwick,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08117,Summit,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08119,Teller,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08121,Washington,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08123,Weld,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,08125,Yuma,CO
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,09001,Fairfield,CT
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,09007,Middlesex,CT
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,09011,New London,CT
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,09013,Tolland,CT
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,09015,Windham,CT
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,10001,Kent,DE
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,10003,New Castle,DE
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,10005,Sussex,DE
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,11001,Washington,DC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12001,Alachua,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12003,Baker,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12005,Bay,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12007,Bradford,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12009,Brevard,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12011,Broward,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12013,Calhoun,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12015,Charlotte,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12017,Citrus,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12019,Clay,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12021,Collier,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12023,Columbia,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12025,Dade,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12027,De Soto,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12029,Dixie,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12031,Duval,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12033,Escambia,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12035,Flagler,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12037,Franklin,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12039,Gadsden,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12041,Gilchrist,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12043,Glades,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12045,Gulf,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12047,Hamilton,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12049,Hardee,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12051,Hendry,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12053,Hernando,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12055,Highlands,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12057,Hillsborough,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12059,Holmes,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12061,Indian River,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12063,Jackson,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12065,Jefferson,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12067,Lafayette,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12069,Lake,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12071,Lee,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12073,Leon,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12075,Levy,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12077,Liberty,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12079,Madison,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12081,Manatee,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12083,Marion,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12085,Martin,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12087,Monroe,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12089,Nassau,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12091,Okaloosa,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12093,Okeechobee,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12095,Orange,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12097,Osceola,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12099,Palm Beach,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12101,Pasco,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12103,Pinellas,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12105,Polk,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12107,Putnam,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12109,St Johns,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12111,St Lucie,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12113,Santa Rosa,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12115,Sarasota,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12117,Seminole,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12119,Sumter,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12121,Suwannee,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12123,Taylor,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12125,Union,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12127,Volusia,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12129,Wakulla,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12131,Walton,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,12133,Washington,FL
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13001,Appling,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13003,Atkinson,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13005,Bacon,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13007,Baker,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13009,Baldwin,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13011,Banks,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13013,Barrow,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13015,Bartow,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13017,Ben Hill,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13019,Berrien,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13021,Bibb,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13023,Bleckley,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13025,Brantley,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13027,Brooks,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13029,Bryan,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13031,Bulloch,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13033,Burke,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13035,Butts,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13037,Calhoun,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13039,Camden,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13043,Candler,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13045,Carroll,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13047,Catoosa,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13049,Charlton,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13051,Chatham,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13053,Chattahoochee,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13055,Chattooga,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13057,Cherokee,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13059,Clarke,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13061,Clay,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13063,Clayton,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13065,Clinch,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13067,Cobb,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13069,Coffee,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13071,Colquitt,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13073,Columbia,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13075,Cook,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13077,Coweta,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13079,Crawford,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13081,Crisp,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13083,Dade,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13085,Dawson,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13087,Decatur,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13089,De Kalb,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13091,Dodge,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13093,Dooly,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13095,Dougherty,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13097,Douglas,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13099,Early,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13101,Echols,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13103,Effingham,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13105,Elbert,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13107,Emanuel,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13109,Evans,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13111,Fannin,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13113,Fayette,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13115,Floyd,GA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,13117,Forsyth,GA
